2025-07-29 15:11:03,029 - INFO - WandB run initialized: gemma-3-4b-it_20250729_151101 (ID: 03c308d0)
2025-07-29 15:11:05,237 - INFO - gemma-3-4b-it_harness_2: Gemma settings applied - max_gen_toks=256
2025-07-29 15:11:05,238 - INFO - gemma-3-4b-it_harness_2: Gemma model detected, adjusting settings
2025-07-29 15:11:05,238 - INFO - gemma-3-4b-it_harness_2: Processing task 1/10: kmmlu
2025-07-29 15:11:05,238 - INFO - gemma-3-4b-it_harness_2: Task 'kmmlu' will use num_fewshot=5
2025-07-29 15:11:05,238 - INFO - gemma-3-4b-it_harness_2: Evaluating task 'kmmlu' with num_fewshot=5
2025-07-29 15:11:05,239 - WARNING - generation_kwargs: {'max_gen_toks': 256} specified through cli, these settings will update set parameters in yaml tasks. Ensure 'do_sample=True' for non-greedy decoding!
Loading checkpoint shards: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.18s/it]
2025-07-29 15:12:18,963 - WARNING - Overwriting default num_fewshot of kmmlu_civil_engineering from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_materials_engineering from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_chemical_engineering from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_ecology from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_math from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_electrical_engineering from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_biology from None to 5
2025-07-29 15:12:18,964 - WARNING - Overwriting default num_fewshot of kmmlu_mechanical_engineering from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_information_technology from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_chemistry from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_computer_science from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_agricultural_sciences from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_patent from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_interior_architecture_and_design from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_real_estate from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_food_processing from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_public_safety from None to 5
2025-07-29 15:12:18,965 - WARNING - Overwriting default num_fewshot of kmmlu_refrigerating_machinery from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_health from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_marketing from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_fashion from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_construction from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_environmental_science from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_electronics_engineering from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_industrial_engineer from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_geomatics from None to 5
2025-07-29 15:12:18,966 - WARNING - Overwriting default num_fewshot of kmmlu_railway_and_automotive_engineering from None to 5
2025-07-29 15:12:18,967 - WARNING - Overwriting default num_fewshot of kmmlu_maritime_engineering from None to 5
2025-07-29 15:12:18,967 - WARNING - Overwriting default num_fewshot of kmmlu_nondestructive_testing from None to 5
2025-07-29 15:12:18,967 - WARNING - Overwriting default num_fewshot of kmmlu_energy_management from None to 5
